"0x85A0",404,"Aurora Curtain","YES"
"0x8600",405,"Table-Turner","YES"
"0x8660",406,"Flame Breath","YES"
"0x86C0",407,"Beast Fang","YES"
"0x8720",408,"Drill Smasher","YES"
"0x8780",409,"Clone Block","YES"
"0x87E0",410,"Dimensional Hand","YES"
"0x8840",411,"Claw Slash","YES"
"0x88A0",412,"Dual Smash","YES"
"0x8900",413,"Double Rocket","YES"
"0x8960",414,"Flower Power","YES"
"0x89C0",415,"Swan Dive","YES"
"0x8A20",416,"Triple God Hand","YES"
"0x8A80",417,"Black Hole","YES"
"0x8AE0",418,"Safety First","YES"
"0x8B40",419,"Wormhole","YES"
"0x8BA0",420,"Temporal Wall","YES"
"0x8C00",421,"Procyon Net","YES"
"0x8C60",422,"Fist of Justice","YES"
"0x8CC0",423,"Burnout","YES"
"0x8D20",424,"Ice Block","YES"
"0x8D80",425,"Hammer of Fury","YES"
"0x8DE0",426,"Soul Hand","YES"
"0x8E40",427,"God Hand X","YES"
"0x8EA0",428,"Fiend Hand","YES"
"0x8F00",429,"God Catch","YES"
"0x8F60",430,"Storm Rider","YES"
"0x8FC0",431,"Flash Upper","YES"
"0x9020",432,"Nitro Slap","YES"
"0x9080",433,"Barrier Reef","YES"
"0x90E0",434,"Giant Spider","YES"
"0x9140",435,"Galatyn","YES"
"0x91A0",436,"Colosseum Guard","YES"
"0x9200",437,"Million Hands","YES"
"0x9260",438,"Capoeira Grab","YES"
"0x92C0",439,"The Stinger","YES"
"0x9320",440,"Shot Trap","YES"
"0x9380",441,"Card Protector","YES"
"0x93E0",442,"High Voltage","YES"
"0x9440",443,"Omega Hand","YES"
"0x94A0",444,"Electrap","YES"
"0x9500",445,"Celestial Zone","YES"
"0x9560",446,"The End","YES"
"0x95C0",447,"Needle Hammer","YES"
"0x96E0",451,"Remote Combustion","YES"
"0x9740",452,"X Blast","YES"
"0x9780",453,"Almighty Cannon","YES"
"0x97E0",454,"Dark Matter","YES"
"0x9820",461,"Shadow Ray","YES"
"0x9880",456,"Maximum Fire","YES"
"0x98E0",457,"Prime Legend","YES"
"0x9940",458,"Doom Rain","YES"
"0x99A0",459,"Doom Spear","YES"
"0x99E0",460,"Doom Break","YES"
"0x9A40",461,"Shadow Ray","YES"
"0x9A80",462,"Celestial Smash","YES"
"0x9AE0",463,"Clone Death Zone","YES"
"0x9B20",464,"Clone Penguin","YES"
"0x9CE0",471,"Angel Ball","YES"
"0x9D20",472,"Devil Ball","YES"
